"filename","dataset","word","speakerID","utteranceIndex","extension","samples","min","Q10","Q25","median","Q75","Q90","max","range","mean","sd","md5sum"
"test/audio/clip_6560deb43.wav","test","","6560deb43","0","wav",16000,-6817,-1084.1,-24,-1,15,908.1,8873,15690,0.733375,1216.91874024619,"7dbd1c83b8c4a53dce2ced8e74d99760"
"test/audio/clip_7b03c5e6e.wav","test","","7b03c5e6e","0","wav",16000,-22452,-2402.2,-58,1,57,2751.5,20991,43443,-2.229375,3881.05344751957,"7dbea780e6f0a4968648883e1d3a220a"
"test/audio/clip_cd969d343.wav","test","","cd969d343","0","wav",16000,-22452,-2402.2,-58,1,57,2751.5,20991,43443,-2.229375,3881.05344751957,"7dbea780e6f0a4968648883e1d3a220a"
"test/audio/clip_0e168cf07.wav","test","","0e168cf07","0","wav",16000,-6076,-959,-25,-2,12,206.500000000002,7116,13192,-0.8423125,1065.88755608403,"7dd436fb679d583937033b269838df40"
"test/audio/clip_34d8cd1ce.wav","test","","34d8cd1ce","0","wav",16000,-6076,-959,-25,-2,12,206.500000000002,7116,13192,-0.8423125,1065.88755608403,"7dd436fb679d583937033b269838df40"
"test/audio/clip_72f9d9941.wav","test","","72f9d9941","0","wav",16000,-19634,-1117.2,-22,0,53.25,1414.1,18527,38161,-6.7450625,2226.95392067386,"7de1aa288cf4553d9fa53141e471e873"
"test/audio/clip_c1ae02c8b.wav","test","","c1ae02c8b","0","wav",16000,-19634,-1117.2,-22,0,53.25,1414.1,18527,38161,-6.7450625,2226.95392067386,"7de1aa288cf4553d9fa53141e471e873"
"train/audio/down/9a7c1f83_nohash_1.wav","train","down","9a7c1f83","1","wav",16000,-25978,-2390.1,-148,4,194.25,3677.3,17633,43611,9.5775,3652.74136813197,"7dea2d9c1de0bf7f67bb76ebe3d12b80"
"train/audio/down/9a7c1f83_nohash_3.wav","train","down","9a7c1f83","3","wav",16000,-25978,-2390.1,-148,4,194.25,3677.3,17633,43611,9.5775,3652.74136813197,"7dea2d9c1de0bf7f67bb76ebe3d12b80"
"test/audio/clip_0cdb77c97.wav","test","","0cdb77c97","0","wav",16000,-14719,-1489,-166,-1,159,1426.1,25587,40306,0.4599375,2223.97579096309,"7df67214139c8d96a5b6de752654ca71"
"test/audio/clip_28fd8ceee.wav","test","","28fd8ceee","0","wav",16000,-14719,-1489,-166,-1,159,1426.1,25587,40306,0.4599375,2223.97579096309,"7df67214139c8d96a5b6de752654ca71"
"test/audio/clip_b7e54ce88.wav","test","","b7e54ce88","0","wav",16000,-23916,-325,-12,-1,4,33,24251,48167,-1.6716875,2511.27815636721,"7dfcba24a39c4f5321061cb2a6827ae6"
"test/audio/clip_edaed7f0d.wav","test","","edaed7f0d","0","wav",16000,-23916,-325,-12,-1,4,33,24251,48167,-1.6716875,2511.27815636721,"7dfcba24a39c4f5321061cb2a6827ae6"
"train/audio/nine/c120e80e_nohash_5.wav","train","nine","c120e80e","5","wav",16000,-17716,-1609.1,-40,3,252,2074.4,12130,29846,-1.8108125,2308.76361636166,"7e2da1f2d20d64f41b9f149fd1189772"
"train/audio/nine/c120e80e_nohash_6.wav","train","nine","c120e80e","6","wav",16000,-17716,-1609.1,-40,3,252,2074.4,12130,29846,-1.8108125,2308.76361636166,"7e2da1f2d20d64f41b9f149fd1189772"
"train/audio/nine/c120e80e_nohash_7.wav","train","nine","c120e80e","7","wav",16000,-17716,-1609.1,-40,3,252,2074.4,12130,29846,-1.8108125,2308.76361636166,"7e2da1f2d20d64f41b9f149fd1189772"
"test/audio/clip_1906968ca.wav","test","","1906968ca","0","wav",16000,-8435,-845,-21,-1,19,705.1,13397,21832,-1.0743125,1410.9338693093,"7e52ed50c273da4a568290539d3d6263"
"test/audio/clip_8992bff11.wav","test","","8992bff11","0","wav",16000,-8435,-845,-21,-1,19,705.1,13397,21832,-1.0743125,1410.9338693093,"7e52ed50c273da4a568290539d3d6263"
"test/audio/clip_a8d6815cf.wav","test","","a8d6815cf","0","wav",16000,-8435,-845,-21,-1,19,705.1,13397,21832,-1.0743125,1410.9338693093,"7e52ed50c273da4a568290539d3d6263"
"test/audio/clip_5e9bf5d7d.wav","test","","5e9bf5d7d","0","wav",16000,-19293,-345,-50,-1.5,53,375,21636,40929,-0.5609375,2960.75306148281,"7e567f6b171b8fba360bdd6221ebea73"
"test/audio/clip_7f918adee.wav","test","","7f918adee","0","wav",16000,-19293,-345,-50,-1.5,53,375,21636,40929,-0.5609375,2960.75306148281,"7e567f6b171b8fba360bdd6221ebea73"
"test/audio/clip_4f6bf3a99.wav","test","","4f6bf3a99","0","wav",16000,-32768,-1093.2,-90,1,110,1450.5,23898,56666,-2.241,3165.37689167469,"7e65de40e611900bb045f9966a6c20b7"
"test/audio/clip_df877830a.wav","test","","df877830a","0","wav",16000,-32768,-1093.2,-90,1,110,1450.5,23898,56666,-2.241,3165.37689167469,"7e65de40e611900bb045f9966a6c20b7"
"train/audio/zero/9a7c1f83_nohash_0.wav","train","zero","9a7c1f83","0","wav",16000,-25137,-3525.6,-58,2,73,4391,23860,48997,9.027375,5388.00840896143,"7e73111c8a2a331a5e1e42ffac80a318"
"train/audio/zero/9a7c1f83_nohash_1.wav","train","zero","9a7c1f83","1","wav",16000,-25137,-3525.6,-58,2,73,4391,23860,48997,9.027375,5388.00840896143,"7e73111c8a2a331a5e1e42ffac80a318"
"test/audio/clip_9852a2485.wav","test","","9852a2485","0","wav",16000,-8101,-306.3,-19,0,17,239,9753,17854,-1.3824375,1464.38255395255,"7e87b6dd70850c5540df848e75c6aa0d"
"test/audio/clip_9a8f3beaa.wav","test","","9a8f3beaa","0","wav",16000,-8101,-306.3,-19,0,17,239,9753,17854,-1.3824375,1464.38255395255,"7e87b6dd70850c5540df848e75c6aa0d"
"test/audio/clip_d526726c7.wav","test","","d526726c7","0","wav",16000,-8101,-306.3,-19,0,17,239,9753,17854,-1.3824375,1464.38255395255,"7e87b6dd70850c5540df848e75c6aa0d"
"train/audio/nine/c1d39ce8_nohash_0.wav","train","nine","c1d39ce8","0","wav",16000,-15584,-2292.2,-136,7,237,2886.7,10045,25629,1.551125,2591.35753857983,"7e9c181fc4b52288bf30fb90a21a0789"
"train/audio/nine/c1d39ce8_nohash_1.wav","train","nine","c1d39ce8","1","wav",16000,-15584,-2292.2,-136,7,237,2886.7,10045,25629,1.551125,2591.35753857983,"7e9c181fc4b52288bf30fb90a21a0789"
"test/audio/clip_47867e66a.wav","test","","47867e66a","0","wav",16000,-5363,-300,-34,-1,24,184.1,6702,12065,-0.4628125,981.043594418961,"7e9fadc3d1a0db26fbf9f2fa93858ca1"
"test/audio/clip_e0aaa599c.wav","test","","e0aaa599c","0","wav",16000,-5363,-300,-34,-1,24,184.1,6702,12065,-0.4628125,981.043594418961,"7e9fadc3d1a0db26fbf9f2fa93858ca1"
"test/audio/clip_37ac088e5.wav","test","","37ac088e5","0","wav",16000,-13644,-563,-33,0,27,312.1,24393,38037,3.566,1870.04623390742,"7ed5d5477ae481c2a8c7c21712e96c9c"
"test/audio/clip_e7faac6c7.wav","test","","e7faac6c7","0","wav",16000,-13644,-563,-33,0,27,312.1,24393,38037,3.566,1870.04623390742,"7ed5d5477ae481c2a8c7c21712e96c9c"
"train/audio/off/3402e488_nohash_1.wav","train","off","3402e488","1","wav",16000,-8795,-43,-1,0,1,56.1000000000004,8281,17076,0.23025,887.054255422514,"7ee95fc4ee34555164d5b311c11c0964"
"test/audio/clip_6e3fa0c3d.wav","test","","6e3fa0c3d","0","wav",16000,-8795,-43,-1,0,1,56.1000000000004,8281,17076,0.23025,887.054255422514,"7ee95fc4ee34555164d5b311c11c0964"
"train/audio/four/cb8f8307_nohash_2.wav","train","four","cb8f8307","2","wav",16000,-22749,-4527.9,-80,0,65,4263.3,25751,48500,-0.6303125,4833.97493387921,"7f15bd5692c4372f3ce5fb988e31908c"
"train/audio/four/cb8f8307_nohash_6.wav","train","four","cb8f8307","6","wav",16000,-22749,-4527.9,-80,0,65,4263.3,25751,48500,-0.6303125,4833.97493387921,"7f15bd5692c4372f3ce5fb988e31908c"
"test/audio/clip_0e539ffde.wav","test","","0e539ffde","0","wav",16000,-27929,-6195.7,-34,-1,27,5653.4,28268,56197,-3.751875,6524.78321230345,"7f3c71a2a516d422c91b4e0a06040d43"
"test/audio/clip_703cf8615.wav","test","","703cf8615","0","wav",16000,-27929,-6195.7,-34,-1,27,5653.4,28268,56197,-3.751875,6524.78321230345,"7f3c71a2a516d422c91b4e0a06040d43"
"test/audio/clip_6567707dd.wav","test","","6567707dd","0","wav",16000,-17174,-1119.1,-79,-2,41,655,24296,41470,-1.91925,2470.15547992133,"7f7b8830fc55f8eb8e22bc10e3920a7f"
"test/audio/clip_a27deaf19.wav","test","","a27deaf19","0","wav",16000,-17174,-1119.1,-79,-2,41,655,24296,41470,-1.91925,2470.15547992133,"7f7b8830fc55f8eb8e22bc10e3920a7f"
"train/audio/go/c1d39ce8_nohash_0.wav","train","go","c1d39ce8","0","wav",16000,-28703,-7668,-611,1,1410,7330.5,25486,54189,7.648125,6399.6072053844,"7f9848fce1d202790a36fd8fe9ff8744"
"train/audio/go/c1d39ce8_nohash_6.wav","train","go","c1d39ce8","6","wav",16000,-28703,-7668,-611,1,1410,7330.5,25486,54189,7.648125,6399.6072053844,"7f9848fce1d202790a36fd8fe9ff8744"
"test/audio/clip_24a9b4a14.wav","test","","24a9b4a14","0","wav",16000,-8392,-682,-23,0,20,604.400000000001,8646,17038,-1.1170625,1057.4103084985,"7fb0335920997b76658784a4d4dd0fb9"
"test/audio/clip_9d5523ed1.wav","test","","9d5523ed1","0","wav",16000,-8392,-682,-23,0,20,604.400000000001,8646,17038,-1.1170625,1057.4103084985,"7fb0335920997b76658784a4d4dd0fb9"
"test/audio/clip_e33ee2a40.wav","test","","e33ee2a40","0","wav",16000,-8392,-682,-23,0,20,604.400000000001,8646,17038,-1.1170625,1057.4103084985,"7fb0335920997b76658784a4d4dd0fb9"
"test/audio/clip_792f8fd71.wav","test","","792f8fd71","0","wav",16000,-13,-3,-1,0,1,3,16,29,0.0054375,2.43221147556809,"7fb5afd79b871d5edd513b8b5af3b1d1"
"test/audio/clip_806bebb09.wav","test","","806bebb09","0","wav",16000,-13,-3,-1,0,1,3,16,29,0.0054375,2.43221147556809,"7fb5afd79b871d5edd513b8b5af3b1d1"
"test/audio/clip_be5f39621.wav","test","","be5f39621","0","wav",16000,-13,-3,-1,0,1,3,16,29,0.0054375,2.43221147556809,"7fb5afd79b871d5edd513b8b5af3b1d1"
"test/audio/clip_5f2de626e.wav","test","","5f2de626e","0","wav",16000,-8175,-1077.3,-20,-1,15,282.1,17065,25240,-2.729125,1832.9187196426,"7fb6e00889d9c9d0614400c8151bebb4"
"test/audio/clip_721a4ecc7.wav","test","","721a4ecc7","0","wav",16000,-8175,-1077.3,-20,-1,15,282.1,17065,25240,-2.729125,1832.9187196426,"7fb6e00889d9c9d0614400c8151bebb4"
"train/audio/sheila/9a7c1f83_nohash_0.wav","train","sheila","9a7c1f83","0","wav",16000,-25579,-2284.1,-87,1,111,2944.4,19082,44661,-7.187875,3788.10184205769,"7fd3b905922fdc886e85a247aba4ee30"
"train/audio/sheila/9a7c1f83_nohash_1.wav","train","sheila","9a7c1f83","1","wav",16000,-25579,-2284.1,-87,1,111,2944.4,19082,44661,-7.187875,3788.10184205769,"7fd3b905922fdc886e85a247aba4ee30"
"train/audio/nine/3402e488_nohash_0.wav","train","nine","3402e488","0","wav",16000,-7163,-573,-35,0,21,513,9067,16230,-0.7470625,875.787728615913,"7ffbff74c75b3a3b14dc48d5ca19e0e3"
"test/audio/clip_6c12e90f5.wav","test","","6c12e90f5","0","wav",16000,-7163,-573,-35,0,21,513,9067,16230,-0.7470625,875.787728615913,"7ffbff74c75b3a3b14dc48d5ca19e0e3"
"test/audio/clip_4d6e1fcc7.wav","test","","4d6e1fcc7","0","wav",16000,-8127,-483.1,-45,0,44,413,12547,20674,-2.832625,1701.17657162436,"8008f567c0e47dd98242777475b2dbee"
"test/audio/clip_9be959892.wav","test","","9be959892","0","wav",16000,-8127,-483.1,-45,0,44,413,12547,20674,-2.832625,1701.17657162436,"8008f567c0e47dd98242777475b2dbee"
"test/audio/clip_d1b12f68d.wav","test","","d1b12f68d","0","wav",16000,-8127,-483.1,-45,0,44,413,12547,20674,-2.832625,1701.17657162436,"8008f567c0e47dd98242777475b2dbee"
"train/audio/bird/3e7124ba_nohash_0.wav","train","bird","3e7124ba","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00293950f.wav","test","","00293950f","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0064f7bae.wav","test","","0064f7bae","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_006ee8636.wav","test","","006ee8636","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_006fea76e.wav","test","","006fea76e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_007c1cda8.wav","test","","007c1cda8","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_008ab243b.wav","test","","008ab243b","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_008d885f3.wav","test","","008d885f3","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_008f559d0.wav","test","","008f559d0","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00b443907.wav","test","","00b443907","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00bac8327.wav","test","","00bac8327","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00c39fea2.wav","test","","00c39fea2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00c407aee.wav","test","","00c407aee","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_00d95ed3b.wav","test","","00d95ed3b","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_011a902ee.wav","test","","011a902ee","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0127f903e.wav","test","","0127f903e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01291e7ba.wav","test","","01291e7ba","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0140513f2.wav","test","","0140513f2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0179f599f.wav","test","","0179f599f","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01816b2e3.wav","test","","01816b2e3","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_018879377.wav","test","","018879377","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_018d0ee28.wav","test","","018d0ee28","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_019e68195.wav","test","","019e68195","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_019fb28e5.wav","test","","019fb28e5","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01b4a578e.wav","test","","01b4a578e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01bb4672f.wav","test","","01bb4672f","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01bb73e23.wav","test","","01bb73e23","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01c469144.wav","test","","01c469144","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01ca08541.wav","test","","01ca08541","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01d6f28b7.wav","test","","01d6f28b7","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01df1cf65.wav","test","","01df1cf65","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_01e9c7ca6.wav","test","","01e9c7ca6","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_020e0a14b.wav","test","","020e0a14b","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_021419bdd.wav","test","","021419bdd","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_022e79e66.wav","test","","022e79e66","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_024c79538.wav","test","","024c79538","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_024c9a2c5.wav","test","","024c9a2c5","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0251c5e2f.wav","test","","0251c5e2f","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_02bcf5648.wav","test","","02bcf5648","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_02d80ceac.wav","test","","02d80ceac","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03031ec19.wav","test","","03031ec19","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_030cc6352.wav","test","","030cc6352","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_031829f05.wav","test","","031829f05","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0319ebe38.wav","test","","0319ebe38","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0367298cc.wav","test","","0367298cc","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0376e5ca7.wav","test","","0376e5ca7","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0381fd378.wav","test","","0381fd378","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_038a41ad3.wav","test","","038a41ad3","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_038b41b9d.wav","test","","038b41b9d","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03955c13c.wav","test","","03955c13c","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03a715906.wav","test","","03a715906","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03a8489d2.wav","test","","03a8489d2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03b04e81a.wav","test","","03b04e81a","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03b58d97e.wav","test","","03b58d97e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03e3c9a78.wav","test","","03e3c9a78","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_03edad9bd.wav","test","","03edad9bd","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04010fc8f.wav","test","","04010fc8f","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0410cf796.wav","test","","0410cf796","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_041151e57.wav","test","","041151e57","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04122b5cf.wav","test","","04122b5cf","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_041a8e006.wav","test","","041a8e006","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_042c422e0.wav","test","","042c422e0","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_045295f27.wav","test","","045295f27","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0465358ac.wav","test","","0465358ac","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04830aa7e.wav","test","","04830aa7e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0484a2558.wav","test","","0484a2558","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04acaaaef.wav","test","","04acaaaef","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04b1670e6.wav","test","","04b1670e6","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04d340204.wav","test","","04d340204","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04d8c5b50.wav","test","","04d8c5b50","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_04fcca61e.wav","test","","04fcca61e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_050ec2e42.wav","test","","050ec2e42","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_051c3b080.wav","test","","051c3b080","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_051da5d06.wav","test","","051da5d06","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0537cff81.wav","test","","0537cff81","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0539aa732.wav","test","","0539aa732","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_054724367.wav","test","","054724367","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_055522e30.wav","test","","055522e30","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_055ddfd62.wav","test","","055ddfd62","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_056b8d3c2.wav","test","","056b8d3c2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_057b600f9.wav","test","","057b600f9","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_058107cb2.wav","test","","058107cb2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_058a263c0.wav","test","","058a263c0","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_058b84c2b.wav","test","","058b84c2b","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_058cc07ab.wav","test","","058cc07ab","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_0595e492e.wav","test","","0595e492e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05a72a685.wav","test","","05a72a685","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05b4658ee.wav","test","","05b4658ee","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05b8d9d92.wav","test","","05b8d9d92","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05bd54cf2.wav","test","","05bd54cf2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05c998125.wav","test","","05c998125","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_05fad479a.wav","test","","05fad479a","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_06035daec.wav","test","","06035daec","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_060a2c879.wav","test","","060a2c879","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_060c25867.wav","test","","060c25867","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_062883ea1.wav","test","","062883ea1","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_065a679a2.wav","test","","065a679a2","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_065c5817e.wav","test","","065c5817e","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_068244088.wav","test","","068244088","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
"test/audio/clip_068937bd4.wav","test","","068937bd4","0","wav",16000,0,0,0,0,0,0,0,0,0,0,"800ea34119b791a1be054aafd09fc896"
